,Movie Title,Year,Content Rating,Budget,Gross_Income,Director,IMDB Score
3351,The Karate Kid ,1984,PG,"$8,000,000.00","$90,800,000.00",John G. Avildsen,7.2
3353,Repo! The Genetic Opera ,2008,R,"$8,500,000.00","$140,244.00",Darren Lynn Bousman,6.7
3355,Pulp Fiction ,1994,R,"$8,000,000.00","$107,930,000.00",Quentin Tarantino,8.9
3357,Nightcrawler ,2014,R,"$8,500,000.00","$32,279,955.00",Dan Gilroy,7.9
3358,Club Dread ,2004,R,"$8,550,000.00","$4,992,159.00",Jay Chandrasekhar,5.6
3359,The Sound of Music ,1965,G,"$8,200,000.00","$163,214,286.00",Robert Wise,8.0
3360,Splash ,1984,PG,"$8,000,000.00","$69,800,000.00",Ron Howard,6.2
3361,Little Miss Sunshine ,2006,R,"$8,000,000.00","$59,889,948.00",Jonathan Dayton,7.9
3362,Stand by Me ,1986,R,"$8,000,000.00","$52,287,414.00",Rob Reiner,8.1
3364,You Got Served ,2004,PG-13,"$8,000,000.00","$40,066,497.00",Chris Stokes,3.5
3365,Escape from Alcatraz ,1979,PG,"$8,000,000.00","$36,500,000.00",Don Siegel,7.6
3366,Brown Sugar ,2002,PG-13,"$8,000,000.00","$27,362,712.00",Rick Famuyiwa,6.5
3367,A Thin Line Between Love and Hate ,1996,R,"$8,000,000.00","$34,746,109.00",Martin Lawrence,5.6
3368,50/50 ,2011,R,"$8,000,000.00","$34,963,967.00",Jonathan Levine,7.7
3369,Shutter ,2008,PG-13,"$8,000,000.00","$25,926,543.00",Masayuki Ochiai,5.2
3371,That Awkward Moment ,2014,R,"$8,000,000.00","$26,049,082.00",Tom Gormican,6.1
3377,New Nightmare ,1994,R,"$8,000,000.00","$18,090,181.00",Wes Craven,6.4
3378,Drive Me Crazy ,1999,PG-13,"$8,000,000.00","$17,843,379.00",John Schultz,5.7
3380,Half Baked ,1998,R,"$8,000,000.00","$17,278,980.00",Tamra Davis,6.7
3381,New in Town ,2009,PG,"$8,000,000.00","$16,699,684.00",Jonas Elmer,5.6
3382,Syriana ,2005,R,"$50,000,000.00","$50,815,288.00",Stephen Gaghan,7.0
3383,American Psycho ,2000,R,"$7,000,000.00","$15,047,419.00",Mary Harron,7.6
3384,The Good Girl ,2002,R,"$5,000,000.00","$14,015,786.00",Miguel Arteta,6.5
3386,The Boondock Saints II: All Saints Day ,2009,R,"$8,000,000.00","$10,269,307.00",Troy Duffy,6.3
3388,Enough Said ,2013,PG-13,"$8,000,000.00","$17,536,788.00",Nicole Holofcener,7.1
3389,Easy A ,2010,PG-13,"$8,000,000.00","$58,401,464.00",Will Gluck,7.1
3392,Prom ,2011,PG,"$8,000,000.00","$10,106,233.00",Joe Nussbaum,5.4
3394,Held Up ,1999,PG-13,"$8,000,000.00","$4,692,814.00",Steve Rash,5.1
3395,Woman on Top ,2000,R,"$8,000,000.00","$5,018,450.00",Fina Torres,5.3
3398,Anomalisa ,2015,R,"$8,000,000.00","$3,442,820.00",Duke Johnson,7.3
3401,Showdown in Little Tokyo ,1991,R,"$8,000,000.00","$2,275,557.00",Mark L. Lester,6.0
3403,It's Kind of a Funny Story ,2010,PG-13,"$8,000,000.00","$6,350,058.00",Anna Boden,7.2
3406,Prefontaine ,1997,PG-13,"$8,000,000.00","$532,190.00",Steve James,6.8
3409,Begin Again ,2013,R,"$8,000,000.00","$16,168,741.00",John Carney,7.4
3410,Down in the Valley ,2005,R,"$8,000,000.00","$568,695.00",David Jacobson,6.5
3411,Brooklyn Rules ,2007,R,"$8,000,000.00","$398,420.00",Michael Corrente,6.4
3413,The Singing Detective ,2003,R,"$8,000,000.00","$336,456.00",Keith Gordon,5.6
3416,The Wendell Baker Story ,2005,PG-13,"$8,000,000.00","$127,144.00",Andrew Wilson,5.5
3418,Pathology ,2008,R,"$8,000,000.00","$108,662.00",Marc Schölermann,6.0
3420,10th & Wolf ,2006,R,"$8,000,000.00","$53,481.00",Robert Moresco,6.4
3434,Driving Miss Daisy ,1989,PG,"$7,500,000.00","$106,593,296.00",Bruce Beresford,7.4
3435,Soul Food ,1997,R,"$7,500,000.00","$43,490,057.00",George Tillman Jr.,6.9
3438,Thank You for Smoking ,2005,R,"$6,500,000.00","$24,792,061.00",Jason Reitman,7.6
3439,Hostel: Part II ,2007,R,"$10,000,000.00","$17,544,812.00",Eli Roth,5.4
3443,Narc ,2002,R,"$7,500,000.00","$10,460,089.00",Joe Carnahan,7.2
3445,Witless Protection ,2008,PG-13,"$7,500,000.00","$4,131,640.00",Charles Robert Carner,3.1
3446,The Work and the Glory ,2004,PG,"$7,500,000.00","$3,347,439.00",Russell Holt,6.9
3447,Extract ,2009,R,"$8,000,000.00","$10,814,185.00",Mike Judge,6.2
3461,Spider-Man 3 ,2007,PG-13,"$258,000,000.00","$336,530,303.00",Sam Raimi,6.2
3462,The Omega Code ,1999,PG-13,"$7,500,000.00","$12,610,552.00",Robert Marcarelli,3.5
3463,Juno ,2007,PG-13,"$7,500,000.00","$143,492,840.00",Jason Reitman,7.5
3466,The Godfather ,1972,R,"$6,000,000.00","$134,821,952.00",Francis Ford Coppola,9.2
3467,Flashdance ,1983,R,"$4,000,000.00","$94,900,000.00",Adrian Lyne,6.1
3468,500 Days of Summer ,2009,PG-13,"$7,500,000.00","$32,391,374.00",Marc Webb,7.7
3470,Magic Mike ,2012,R,"$7,000,000.00","$113,709,992.00",Steven Soderbergh,6.1
3471,Darkness Falls ,2003,PG-13,"$11,000,000.00","$32,131,483.00",Jonathan Liebesman,4.9
3473,My Dog Skip ,2000,PG,"$5,000,000.00","$34,099,640.00",Jay Russell,7.0
3475,Jumping the Broom ,2011,PG-13,"$6,600,000.00","$37,295,394.00",Salim Akil,5.7
3477,"Good Night, and Good Luck. ",2005,PG,"$7,500,000.00","$31,501,218.00",George Clooney,7.5
3479,Desperado ,1995,R,"$7,000,000.00","$25,625,110.00",Robert Rodriguez,7.2
3482,Logan's Run ,1976,PG,"$9,000,000.00","$25,000,000.00",Michael Anderson,6.8
3484,Action Jackson ,1988,R,"$7,000,000.00","$20,257,000.00",Craig R. Baxley,5.2
3487,Devil's Due ,2014,R,"$7,000,000.00","$15,818,967.00",Matt Bettinelli-Olpin,4.0
3488,Flirting with Disaster ,1996,R,"$7,000,000.00","$14,891,000.00",David O. Russell,6.8
3489,The Devil's Rejects ,2005,R,"$7,000,000.00","$16,901,126.00",Rob Zombie,6.9
3491,Dope ,2015,R,"$7,000,000.00","$17,474,107.00",Rick Famuyiwa,7.3
3492,In Too Deep ,1999,R,"$7,000,000.00","$14,003,141.00",Michael Rymer,6.1
3494,House of 1000 Corpses ,2003,R,"$7,000,000.00","$12,583,510.00",Rob Zombie,6.0
3496,A Serious Man ,2009,R,"$7,000,000.00","$9,190,525.00",Ethan Coen,7.0
3497,Get Low ,2009,PG-13,"$7,500,000.00","$9,176,553.00",Aaron Schneider,7.1
3498,Warlock ,1989,R,"$7,000,000.00","$9,094,451.00",Steve Miner,6.2
3499,Beyond the Lights ,2014,PG-13,"$7,000,000.00","$14,612,840.00",Gina Prince-Bythewood,6.9
3500,A Single Man ,2009,R,"$7,000,000.00","$9,166,863.00",Tom Ford,7.6
3501,The Last Temptation of Christ ,1988,R,"$7,000,000.00","$8,373,585.00",Martin Scorsese,7.6
3502,Outside Providence ,1999,R,"$7,000,000.00","$7,292,175.00",Michael Corrente,6.4
3505,Who's Your Caddy? ,2007,PG-13,"$7,000,000.00","$5,694,308.00",Don Michael Paul,2.0
3508,The Other Side of Heaven ,2001,PG,"$7,000,000.00","$4,720,371.00",Mitch Davis,6.5
3511,Redbelt ,2008,R,"$7,000,000.00","$2,344,847.00",David Mamet,6.8
3512,Cyrus ,2010,R,"$7,000,000.00","$7,455,447.00",Jay Duplass,6.3
3513,A Dog of Flanders ,1999,PG,"$7,000,000.00","$2,148,212.00",Kevin Brodie,6.3
3514,Auto Focus ,2002,R,"$7,000,000.00","$2,062,066.00",Paul Schrader,6.6
3515,Factory Girl ,2006,R,"$7,000,000.00","$1,654,367.00",George Hickenlooper,6.4
3518,The Mighty Macs ,2009,G,"$7,000,000.00","$1,889,522.00",Tim Chambers,6.5
3520,Mother and Child ,2009,R,"$4,825,000.00","$1,110,286.00",Rodrigo García,7.2
3523,Somewhere ,2010,R,"$7,000,000.00","$1,768,416.00",Sofia Coppola,6.3
3525,Chairman of the Board ,1998,PG-13,"$10,000,000.00","$306,715.00",Alex Zamm,2.3
3526,Hesher ,2010,R,"$7,000,000.00","$382,946.00",Spencer Susser,7.1
3528,Gerry ,2002,R,"$3,500,000.00","$236,266.00",Gus Van Sant,6.2
3530,Freeheld ,2015,PG-13,"$7,000,000.00","$532,988.00",Peter Sollett,6.5
3531,The Extra Man ,2010,R,"$7,000,000.00","$453,079.00",Shari Springer Berman,5.9
3533,Ca$h ,2010,R,"$7,000,000.00","$46,451.00",Stephen Milburn Anderson,6.0
3540,Pale Rider ,1985,R,"$6,900,000.00","$41,400,000.00",Clint Eastwood,7.3
3542,Dazed and Confused ,1993,R,"$6,900,000.00","$7,993,039.00",Richard Linklater,7.7
3547,The Chumscrubber ,2005,R,"$6,800,000.00","$49,526.00",Arie Posin,7.0
3548,Shade ,2003,R,"$6,800,000.00","$10,696.00",Damian Nieman,6.4
3554,Annabelle ,2014,R,"$6,500,000.00","$84,263,837.00",John R. Leonetti,5.4
3556,Boyz n the Hood ,1991,R,"$6,000,000.00","$57,504,069.00",John Singleton,7.8
3557,La Bamba ,1987,PG-13,"$6,500,000.00","$54,215,416.00",Luis Valdez,6.8
3559,Dressed to Kill ,1980,X,"$6,500,000.00","$31,899,000.00",Brian De Palma,7.1
3560,The Adventures of Huck Finn ,1993,PG,"$6,500,000.00","$24,103,594.00",Stephen Sommers,6.2
3561,Go ,1999,R,"$6,500,000.00","$16,842,303.00",Doug Liman,7.3
3562,Friends with Money ,2006,R,"$6,500,000.00","$13,367,101.00",Nicole Holofcener,5.9
3564,Bats ,1999,PG-13,"$6,500,000.00","$10,149,779.00",Louis Morneau,3.6
3568,The Work and the Glory II: American Zion ,2005,PG-13,"$6,500,000.00","$2,024,854.00",Sterling Van Wagenen,6.6
3570,A Home at the End of the World ,2004,R,"$6,500,000.00","$1,029,017.00",Michael Mayer,6.8
3572,The Messenger ,2009,R,"$6,500,000.00","$66,637.00",Oren Moverman,7.2
3580,Mallrats ,1995,R,"$6,000,000.00","$2,122,561.00",Kevin Smith,7.2
3581,Grease ,1978,PG-13,"$6,000,000.00","$181,360,000.00",Randal Kleiser,7.2
3583,Fahrenheit 9/11 ,2004,R,"$6,000,000.00","$119,078,393.00",Michael Moore,7.5
3584,Butch Cassidy and the Sundance Kid ,1969,M,"$6,000,000.00","$102,308,900.00",George Roy Hill,8.1
3585,Mary Poppins ,1964,Approved,"$6,000,000.00","$102,300,000.00",Robert Stevenson,7.8
3586,Ordinary People ,1980,R,"$6,000,000.00","$54,800,000.00",Robert Redford,7.8
3587,Around the World in 80 Days ,2004,PG,"$110,000,000.00","$24,004,159.00",Frank Coraci,5.8
3588,West Side Story ,1961,Unrated,"$6,000,000.00","$43,650,000.00",Jerome Robbins,7.6
3589,Caddyshack ,1980,R,"$6,000,000.00","$39,800,000.00",Harold Ramis,7.4
3590,The Brothers ,2001,R,"$6,000,000.00","$27,457,409.00",Gary Hardwick,6.3
3591,The Wood ,1999,R,"$6,000,000.00","$25,047,631.00",Rick Famuyiwa,6.9
3592,The Usual Suspects ,1995,R,"$6,000,000.00","$23,272,306.00",Bryan Singer,8.6
3593,A Nightmare on Elm Street 5: The Dream Child ,1989,X,"$8,000,000.00","$22,168,359.00",Stephen Hopkins,5.1
3595,The Wrestler ,2008,R,"$6,000,000.00","$26,236,603.00",Darren Aronofsky,7.9
3596,Duel in the Sun ,1946,Unrated,"$8,000,000.00","$20,400,000.00",King Vidor,6.9
3597,Best in Show ,2000,PG-13,"$6,000,000.00","$18,621,249.00",Christopher Guest,7.5
3599,School Daze ,1988,R,"$6,500,000.00","$14,545,844.00",Spike Lee,5.8
3600,Daddy Day Camp ,2007,PG,"$6,000,000.00","$13,235,267.00",Fred Savage,2.9
3603,Mystic Pizza ,1988,R,"$6,000,000.00","$12,793,213.00",Donald Petrie,6.2
3606,Tales from the Hood ,1995,R,"$6,000,000.00","$11,797,927.00",Rusty Cundieff,6.1
3608,Halloween 5 ,1989,X,"$3,000,000.00","$11,642,254.00",Dominique Othenin-Girard,5.2
3609,Bernie ,2011,PG-13,"$5,000,000.00","$9,203,192.00",Richard Linklater,6.8
3611,Pollock ,2000,R,"$6,000,000.00","$8,596,914.00",Ed Harris,7.0
3612,200 Cigarettes ,1999,R,"$6,000,000.00","$6,851,636.00",Risa Bramon Garcia,5.9
3613,The Words ,2012,PG-13,"$6,000,000.00","$11,434,867.00",Brian Klugman,7.1
3615,City Island ,2009,PG-13,"$6,000,000.00","$6,670,712.00",Raymond De Felitta,7.4
3617,College ,2008,R,"$6,500,000.00","$4,693,919.00",Deb Hagan,4.6
3618,The Virgin Suicides ,1999,R,"$6,000,000.00","$4,859,475.00",Sofia Coppola,7.2
3620,Miss March ,2009,R,"$6,000,000.00","$4,542,775.00",Zach Cregger,5.1
3621,Wish I Was Here ,2014,R,"$6,000,000.00","$3,588,432.00",Zach Braff,6.7
3624,Hedwig and the Angry Inch ,2001,R,"$6,000,000.00","$3,029,081.00",John Cameron Mitchell,7.8
3625,Only the Strong ,1993,PG-13,"$6,000,000.00","$3,273,588.00",Sheldon Lettich,6.7
3627,Shattered Glass ,2003,PG-13,"$6,000,000.00","$2,207,975.00",Billy Ray,7.2
3628,Novocaine ,2001,R,"$6,000,000.00","$2,025,238.00",David Atkins,5.8
3631,The Wackness ,2008,R,"$6,000,000.00","$2,077,046.00",Jonathan Levine,7.0
3634,Beastmaster 2: Through the Portal of Time ,1991,PG-13,"$6,000,000.00","$869,325.00",Sylvio Tabet,3.8
3635,The 5th Quarter ,2010,PG,"$6,000,000.00","$399,611.00",Rick Bieber,5.7
3637,The Greatest ,2009,R,"$6,000,000.00","$115,862.00",Shana Feste,6.7
3639,Come Early Morning ,2006,R,"$6,000,000.00","$117,560.00",Joey Lauren Adams,6.2
3642,"Surfer, Dude ",2008,R,"$6,000,000.00","$36,497.00",S.R. Bindler,4.7
3647,Deadfall ,2012,R,"$12,000,000.00","$65,804.00",Stefan Ruzowitzky,6.3
3653,Song One ,2014,PG-13,"$6,000,000.00","$20,200.00",Kate Barker-Froyland,5.8
3654,Murder by Numbers ,2002,R,"$50,000,000.00","$31,874,869.00",Barbet Schroeder,6.1
3663,Sunshine State ,2002,PG-13,"$5,600,000.00","$3,064,356.00",John Sayles,6.9
3664,Crossover ,2006,PG-13,"$5,600,000.00","$7,009,668.00",Preston A. Whitmore II,2.1
3668,The Sting ,1973,PG,"$5,500,000.00","$159,600,000.00",George Roy Hill,8.3
3670,Diary of a Mad Black Woman ,2005,PG-13,"$5,500,000.00","$50,382,128.00",Darren Grant,5.6
3672,Don Jon ,2013,R,"$3,000,000.00","$24,475,193.00",Joseph Gordon-Levitt,6.6
3674,Ghost World ,2001,R,"$7,000,000.00","$6,200,756.00",Terry Zwigoff,7.4
3679,Wonderland ,2003,R,"$5,000,000.00","$1,056,102.00",James Cox,6.6
3680,Do the Right Thing ,1989,R,"$6,500,000.00","$27,545,445.00",Spike Lee,7.9
3681,Harvard Man ,2001,R,"$5,500,000.00","$56,007.00",James Toback,4.9
3687,Salvation Boulevard ,2011,R,"$9,000,000.00","$27,445.00",George Ratliff,5.3
3688,The Ten ,2007,R,"$5,250,000.00","$766,487.00",David Wain,5.0
3696,Insidious: Chapter 2 ,2013,PG-13,"$5,000,000.00","$83,574,831.00",James Wan,6.6
3697,Saw II ,2005,R,"$4,000,000.00","$87,025,093.00",Darren Lynn Bousman,6.6
3698,10 Cloverfield Lane ,2016,PG-13,"$15,000,000.00","$71,897,215.00",Dan Trachtenberg,7.3
3699,Jackass: The Movie ,2002,R,"$5,000,000.00","$64,267,897.00",Jeff Tremaine,6.6
3700,Lights Out ,2016,PG-13,"$4,900,000.00","$56,536,016.00",David F. Sandberg,6.9
3701,Paranormal Activity 3 ,2011,R,"$5,000,000.00","$104,007,828.00",Henry Joost,5.8
3702,Ouija ,2014,PG-13,"$5,000,000.00","$50,820,940.00",Stiles White,4.4
3703,A Nightmare on Elm Street 3: Dream Warriors ,1987,X,"$4,500,000.00","$44,793,200.00",Chuck Russell,6.6
3704,The Gift ,2015,R,"$5,000,000.00","$43,771,291.00",Joel Edgerton,7.1
3706,Paranormal Activity 4 ,2012,R,"$5,000,000.00","$53,884,821.00",Henry Joost,4.6
3707,The Robe ,1953,Unrated,"$5,000,000.00","$36,000,000.00",Henry Koster,6.8
3709,Freddy's Dead: The Final Nightmare ,1991,R,"$8,500,000.00","$34,872,293.00",Rachel Talalay,4.9
3710,Monster ,2003,R,"$4,500,000.00","$34,468,224.00",Patty Jenkins,7.3
3712,Paranormal Activity: The Marked Ones ,2014,R,"$5,000,000.00","$32,453,345.00",Christopher Landon,5.0
3714,Dallas Buyers Club ,2013,R,"$5,000,000.00","$27,296,514.00",Jean-Marc Vallée,8.0
3715,The Lazarus Effect ,2015,PG-13,"$3,300,000.00","$25,799,043.00",David Gelb,5.2
3716,Memento ,2000,R,"$9,000,000.00","$25,530,884.00",Christopher Nolan,8.5
3717,Oculus ,2013,R,"$5,000,000.00","$27,689,474.00",Mike Flanagan,6.5
3718,Clerks II ,2006,R,"$5,000,000.00","$24,138,847.00",Kevin Smith,7.4
3720,The Way Way Back ,2013,PG-13,"$5,000,000.00","$21,501,098.00",Nat Faxon,7.4
3721,House Party 2 ,1991,R,"$5,000,000.00","$19,281,235.00",George Jackson,5.1
3723,Doug's 1st Movie ,1999,G,"$5,000,000.00","$19,421,271.00",Maurice Joyce,5.0
3724,The Apostle ,1997,PG-13,"$5,000,000.00","$20,733,485.00",Robert Duvall,7.2
3726,Our Idiot Brother ,2011,R,"$5,000,000.00","$24,809,547.00",Jesse Peretz,6.4
3728,The Players Club ,1998,R,"$4,500,000.00","$23,031,390.00",Ice Cube,5.6
3729,O ,2001,R,"$5,000,000.00","$16,017,403.00",Tim Blake Nelson,6.2
3730,"As Above, So Below ",2014,R,"$5,000,000.00","$21,197,315.00",John Erick Dowdle,6.1
3732,Eve's Bayou ,1997,R,"$6,000,000.00","$14,821,531.00",Kasi Lemmons,7.3
3733,Still Alice ,2014,PG-13,"$5,000,000.00","$18,656,400.00",Richard Glatzer,7.5
3736,Friday the 13th Part VIII: Jason Takes Manhattan ,1989,R,"$5,000,000.00","$14,343,976.00",Rob Hedden,4.5
3737,My Big Fat Greek Wedding ,2002,PG,"$5,000,000.00","$241,437,427.00",Joel Zwick,6.6
3738,Spring Breakers ,2012,R,"$5,000,000.00","$14,123,773.00",Harmony Korine,5.3
3739,Halloween: The Curse of Michael Myers ,1995,R,"$5,000,000.00","$15,126,948.00",Joe Chappelle,4.9
3742,The Haunting of Molly Hartley ,2008,PG-13,"$5,000,000.00","$13,350,177.00",Mickey Liddell,3.8
3743,Lone Star ,1996,R,"$5,000,000.00","$13,269,963.00",John Sayles,7.6
3744,Halloween 4: The Return of Michael Myers ,1988,R,"$5,000,000.00","$17,768,000.00",Dwight H. Little,5.9
3745,April Fool's Day ,1986,R,"$5,000,000.00","$12,947,763.00",Fred Walton,6.2
3746,Diner ,1982,R,"$5,000,000.00","$14,100,000.00",Barry Levinson,7.2
3747,Lone Wolf McQuade ,1983,PG,"$5,000,000.00","$12,200,000.00",Steve Carver,6.3
3748,Apollo 18 ,2011,PG-13,"$5,000,000.00","$17,683,670.00",Gonzalo López-Gallego,5.2
3749,Sunshine Cleaning ,2008,R,"$8,000,000.00","$12,055,108.00",Christine Jeffs,6.9
3750,No Escape ,2015,R,"$5,000,000.00","$27,285,953.00",John Erick Dowdle,6.8
3753,Fifty Shades of Black ,2016,R,"$5,000,000.00","$11,675,178.00",Michael Tiddes,3.5
3754,Not Easily Broken ,2009,PG-13,"$8,000,000.00","$10,572,742.00",Bill Duke,6.1
3756,The Perfect Match ,2016,R,"$5,000,000.00","$9,658,370.00",Bille Woodruff,4.5
3757,Digimon: The Movie ,2000,PG,"$5,000,000.00","$9,628,751.00",Mamoru Hosoda,5.9
3758,Saved! ,2004,PG-13,"$5,000,000.00","$8,786,715.00",Brian Dannelly,6.9
3761,The Forsaken ,2001,R,"$5,000,000.00","$6,755,271.00",J.S. Cardone,5.3
3763,UHF ,1989,PG-13,"$5,000,000.00","$6,157,157.00",Jay Levey,7.0
3765,Slums of Beverly Hills ,1998,R,"$5,000,000.00","$5,480,318.00",Tamara Jenkins,6.6
3767,Made ,2001,R,"$5,000,000.00","$5,308,707.00",Jon Favreau,6.4
3773,Bottle Shock ,2008,PG-13,"$5,000,000.00","$4,040,588.00",Randall Miller,6.8
3776,90 Minutes in Heaven ,2015,PG-13,"$5,000,000.00","$4,700,361.00",Michael Polish,4.6
3777,Everything Must Go ,2010,R,"$5,000,000.00","$2,711,210.00",Dan Rush,6.4
3778,Zero Effect ,1998,R,"$5,000,000.00","$1,980,338.00",Jake Kasdan,7.0
3780,Light Sleeper ,1992,R,"$5,000,000.00","$1,100,000.00",Paul Schrader,6.8
3781,Kill the Messenger ,2014,R,"$5,000,000.00","$2,445,646.00",Michael Cuesta,7.0
3782,Rabbit Hole ,2010,PG-13,"$5,000,000.00","$2,221,809.00",John Cameron Mitchell,7.0
3783,Party Monster ,2003,R,"$5,000,000.00","$296,665.00",Fenton Bailey,6.3
3784,Green Room ,2015,R,"$5,000,000.00","$3,219,029.00",Jeremy Saulnier,7.1
3786,Atlas Shrugged: Who Is John Galt? ,2014,PG-13,"$5,000,000.00","$830,210.00",James Manera,4.4
3787,Bottle Rocket ,1996,R,"$7,000,000.00","$1,040,879.00",Wes Anderson,7.1
3788,Albino Alligator ,1996,R,"$5,000,000.00","$326,308.00",Kevin Spacey,6.1
3793,"Lovely, Still ",2008,PG,"$5,000,000.00","$124,720.00",Nicholas Fackler,7.3
3795,Desert Blue ,1998,R,"$2,000,000.00","$99,147.00",Morgan J. Freeman,6.2
3797,The Visit ,2015,PG-13,"$5,000,000.00","$65,069,140.00",M. Night Shyamalan,6.2
3798,Redacted ,2007,R,"$5,000,000.00","$65,087.00",Brian De Palma,6.2
3808,Rudderless ,2014,R,"$5,000,000.00","$37,440.00",William H. Macy,7.5
3821,Sling Blade ,1996,R,"$890,000.00","$24,475,416.00",Billy Bob Thornton,8.0
3823,Hostel ,2005,R,"$4,800,000.00","$47,277,326.00",Eli Roth,5.9
3825,Take Shelter ,2011,R,"$5,000,000.00","$1,729,969.00",Jeff Nichols,7.4
3826,Lady in White ,1988,R,"$4,700,000.00","$1,705,139.00",Frank LaLoggia,6.7
3829,The Texas Chainsaw Massacre 2 ,1986,X,"$4,700,000.00","$8,025,872.00",Tobe Hooper,5.5
3841,Police Academy ,1984,R,"$4,500,000.00","$81,200,000.00",Hugh Wilson,6.7
3846,25th Hour ,2002,R,"$15,000,000.00","$13,060,843.00",Spike Lee,7.7
3848,Bound ,1996,R,"$4,500,000.00","$3,798,532.00",Lana Wachowski,7.4
3849,Requiem for a Dream ,2000,R,"$4,500,000.00","$3,609,278.00",Darren Aronofsky,8.4
3853,Moms' Night Out ,2014,PG,"$5,000,000.00","$10,429,707.00",Andrew Erwin,5.4
3854,Donnie Darko ,2001,R,"$4,500,000.00","$727,883.00",Richard Kelly,8.1
3857,Spun ,2002,R,"$2,000,000.00","$410,241.00",Jonas Åkerlund,6.8
3865,After.Life ,2009,R,"$4,500,000.00","$108,229.00",Agnieszka Wojtowicz-Vosloo,5.9
3867,One Flew Over the Cuckoo's Nest ,1975,R,"$4,400,000.00","$112,000,000.00",Milos Forman,8.7
3872,Falcon Rising ,2014,R,"$4,500,000.00","$8,691.00",Ernie Barbarash,5.8
3879,Pan ,2015,PG,"$150,000,000.00","$34,964,818.00",Joe Wright,5.8
3886,Survival of the Dead ,2009,R,"$4,000,000.00","$101,055.00",George A. Romero,5.0
3888,Lost in Translation ,2003,R,"$4,000,000.00","$44,566,004.00",Sofia Coppola,7.8
3889,Annie Hall ,1977,PG,"$4,000,000.00","$39,200,000.00",Woody Allen,8.1
3890,The Greatest Show on Earth ,1952,Not Rated,"$4,000,000.00","$36,000,000.00",Cecil B. DeMille,6.7
3892,Monster's Ball ,2001,R,"$4,000,000.00","$31,252,964.00",Marc Forster,7.1
3893,Maggie ,2015,PG-13,"$8,500,000.00","$131,175.00",Henry Hobson,5.6
3894,Leaving Las Vegas ,1995,R,"$3,600,000.00","$31,968,347.00",Mike Figgis,7.6
3898,The Boy Next Door ,2015,R,"$4,000,000.00","$35,385,560.00",Rob Cohen,4.6
3901,The Kids Are All Right ,2010,R,"$3,500,000.00","$20,803,237.00",Lisa Cholodenko,7.1
3902,They Live ,1988,R,"$4,000,000.00","$13,008,928.00",John Carpenter,7.3
3906,Boyhood ,2014,R,"$4,000,000.00","$25,359,200.00",Richard Linklater,8.0
3908,Planet of the Apes ,2001,PG-13,"$100,000,000.00","$180,011,740.00",Tim Burton,5.7
3909,The Wash ,2001,R,"$4,000,000.00","$10,097,096.00",DJ Pooh,4.6
3910,3 Strikes ,2000,R,"$6,000,000.00","$9,821,335.00",DJ Pooh,4.0
3911,The Cooler ,2003,R,"$3,200,000.00","$8,243,880.00",Wayne Kramer,7.0
3913,The Night Listener ,2006,R,"$4,000,000.00","$7,825,820.00",Patrick Stettner,5.9
3915,My Soul to Take ,2010,R,"$25,000,000.00","$14,637,490.00",Wes Craven,4.8
3917,A Haunted House 2 ,2014,R,"$4,000,000.00","$17,314,483.00",Michael Tiddes,4.7
3918,The Rules of Attraction ,2002,R,"$4,000,000.00","$6,525,762.00",Roger Avary,6.7
3921,Four Rooms ,1995,R,"$4,000,000.00","$4,301,331.00",Allison Anders,6.7
3922,Secretary ,2002,R,"$4,000,000.00","$4,046,737.00",Steven Shainberg,7.1
3923,The Real Cancun ,2003,R,"$8,000,000.00","$3,713,002.00",Rick de Oliveira,2.7
3924,Talk Radio ,1988,R,"$4,000,000.00","$3,468,572.00",Oliver Stone,7.3
3925,Waiting for Guffman ,1996,R,"$4,000,000.00","$2,892,582.00",Christopher Guest,7.6
3926,Love Stinks ,1999,R,"$4,000,000.00","$2,800,000.00",Jeff Franklin,5.8
3927,You Kill Me ,2007,R,"$4,000,000.00","$2,426,851.00",John Dahl,6.5
3928,Thumbsucker ,2005,R,"$4,000,000.00","$1,325,073.00",Mike Mills,6.6
3932,The Barbarians ,1987,R,"$4,000,000.00","$800,000.00",Ruggero Deodato,4.8
3935,Poolhall Junkies ,2002,R,"$4,000,000.00","$562,059.00",Mars Callahan,7.0
3936,The Loss of Sexual Innocence ,1999,R,"$4,000,000.00","$399,793.00",Mike Figgis,5.4
3938,Joe ,2013,R,"$4,000,000.00","$371,897.00",David Gordon Green,6.9
3940,Prison ,1987,R,"$1,300,000.00","$354,704.00",Renny Harlin,5.9
3944,Trust ,2010,R,"$9,500,000.00","$58,214.00",David Schwimmer,7.0
3945,An Everlasting Piece ,2000,R,"$14,000,000.00","$75,078.00",Barry Levinson,6.3
3950,Stake Land ,2010,R,"$650,000.00","$18,469.00",Jim Mickle,6.5
3952,The Last Time I Committed Suicide ,1997,R,"$4,000,000.00","$12,836.00",Stephen Kay,5.8
3970,Gone with the Wind ,1939,G,"$3,977,000.00","$198,655,278.00",Victor Fleming,8.2
3972,Major Dundee ,1965,Approved,"$3,800,000.00","$14,873.00",Sam Peckinpah,6.8
3974,Annie Get Your Gun ,1950,Passed,"$3,768,785.00","$8,000,000.00",George Sidney,7.0
3978,The Pirate ,1948,Approved,"$3,700,000.00","$2,956,000.00",Vincente Minnelli,7.1
